Tweet_Text,User_Name,Screen_Name,Location,Country,Description,Followers_Count,Friends_Count,Verified_Account,Tweet_Created_At
Australia Aflame: 'Too late to leave': #ClimateChange driven S. Coast bushfire burns out of controlâ€¦ https://t.co/Kceam1zPx6,Allan Margolin,AllanMargolin,NYC USA,United States,"Husband, Dad. Creator of I â™¥ Climate Scientists, Climate Nexus Hot News. Former EDF Media Dir. & ABC Political Prod. AOMO. RT's â‰  endorsements",23824,8438,,12/1/19 17:26
@carteblanchetv Improving the early warning systems for extreme weather events in South Africa #ClimateChange,"Dr Rakhee Lakhraj-Govender (PhD, Wits)",Mrs_DrEvil,"Johannesburg, South Africa",South Africa,,5,268,,12/1/19 17:26
Nutshell: Exxon and other #FossilFuel companies knew the dangers of their products decades ago. Weâ€™re still hookedâ€¦ https://t.co/s1STP0REoY,Lisa Vanlint,LisaVanLint,Toronto,Canada,"green healthcare, wellness, tasty local/organic food/restaurants, tweets for @uhntalkintrash",218,601,,12/1/19 17:26
This might be just one of many #innovations that will bring #EV #charging time to within striking distance of filliâ€¦ https://t.co/kFJFbjXKpt,Sanjay Kalra *Digital Transformation Sherpa*,sanjaykalra,"San Francisco, CA",United States,"Helping my customers navigate Digital Disruption by harnessing AI, ML, Robotic Automation & Analytics. *All tweets & opinions are personal. Pronouns: He/Him/His",2286,4950,,12/1/19 17:26
"RT @wef: We could be losing the race against climate change, new UN report says https://t.co/DPdFQT6tfd #Environment #ClimateChange https:/â€¦",Bryce Escarlan,bryceurself,,,Half-Blood | History in the Making | Book Enthusiast | Strategies,391,395,,12/1/19 17:26
"RT @UNEP: The â° is ticking on #ClimateChange &amp; the ðŸŒŽ cannot afford to waste more time. 

That is why a bold, decisive, ambitious way forwarâ€¦",Renate Kiesewetter,renatawithhat,,,"ðŸ‡ªðŸ‡ºcitizen, author, journalist, private here, rt no endorsement #fridaysforfuture  #climatecrisis  #actnow #ActOnClimate #PulseofEurope #noafd",1882,5002,,12/1/19 17:26
Eating Meat Harms the #Environment | #Animals Used for #Food - The Issues - #PETA #India - https://t.co/5CZ6L0JhWPâ€¦ https://t.co/JPYhVuUsaD,Hitesh Mehta ðŸ¥,JagoBharathJago,"Goregaon, Mumbai",India,"#FollowMe= #FollowBack
RT no endorsements @NarendraModi fan #SaveAnimals #SaveCows #RallyForRivers #Jain #Vegan #BJP #VHP #RSS #ABVP #SaveRivers",10392,11320,,12/1/19 17:26
"RT @DanyalGilani: As Co2 reaches highest level in 3 million years, whales can help control global warming. 1 great whale absorbs 33,000 kgâ€¦",Erik C. Parker,ErikCParker_,"San Francisco, CA",United States,"Screenwriter, director, video producer, climate activist, environmentalist, and guy engaging with reality. https://t.co/fnCqRz97Kg",1162,2836,,12/1/19 17:25
"RT @robabdul: IMPRESSIVE: 17 year old's point of view

He feels that his views do not count. I promised to post this online &amp; I assured himâ€¦",Chris1609,Chris160945,"South East, England",England,"Grandad, socialist all my life. Fighting for a just society. Corbyn supporter - first time in my life I get the same buzz my dad got from Labour in 1945. LFC",771,1096,,12/1/19 17:25
"RT @Aprilaire: What are your thoughts on #ClimateChange? According to 11,000 scientists, there are six major steps that â€œmustâ€ be taken toâ€¦",CarmanK,CarmanK1,United States of America,United States,"Female, widow, 4 children. Democrat, civic activist.   Graduate: Notre Dame of MD University. Tax accountant.",2028,1882,,12/1/19 17:25
"RT @Society4ConBio: Of the 459 animal species listed as endangered by the US government, researchers found that all but one, or 99.8%, haveâ€¦",Jim Handman,JimHandman,,,"Exec Dir of @SMCCanada Former Senior Producer of Quirks & Quarks. Science journalist, university instructor, media trainer.",1021,817,,12/1/19 17:25
"RT @UNFCCC: The rainy weather hasn't stopped the #MovingForClimateNow team from arriving at #COP25 this Sunday, after biking from Salamancaâ€¦",Adriana Paiva ðŸŒ,adrianapaiva,"Rio de Janeiro, Brasil",Brazil,"Brazilian journalist based in Rio de Janeiro | Jornalista carioca. Interesses nesta rede: arte, literatura, meio ambiente, polÃ­tica internacional, ciclismo etc.",1601,841,,12/1/19 17:25
RT @AravalliBachao: At a time when #ClimateChange is a reality &amp; Indian forests are in grave danger as they are being opened up for real esâ€¦,Kailash Anerao,AneraoKailash,India,India,Vegan. Concerned about biodiversity destruction. Believes that Infinite growth is the ideology of cancer cell; On a finite planet it is suicide.,209,22,,12/1/19 17:25
"RT @mog7546: #UKâ€™s #BorisJohnson WAS REPLACED With an Ice Sculpture During a TV CLIMATE DEBATE. 

Now He's Threatening the Channel's Licensâ€¦",Momdukes,hebdo_m,,,Great grandma to five and most definitely a #Resister!,236,205,,12/1/19 17:25
RT @RebeccaH2020: I think this is some of the most exciting direct action footage Iâ€™ve ever seen - drones film #EndeGelaende climate activiâ€¦,alan holly,qlqn,veganeurope,,"animation filmmaker & artist @andmapsandplans - https://t.co/n14anBYdCn
posts mainly about the world well within well without !h
some way off mind,
world & body",815,2035,,12/1/19 17:25
"RT @TBro_6and12: Rapid ocean warming has this fishing town in Angola on the verge of a bust - Washington Post
#ClimateChange #ClimateCrisisâ€¦",Barney O.,chitownhustler,"34.2984Â° N, 108.1348Â° W",,Skeptic with a flair for the obvious. Ex-banker. Friend to animals & a few people. Dog rescuer. Bigots are all alike.,759,2205,,12/1/19 17:25
RT @RebeccaH2020: I think this is some of the most exciting direct action footage Iâ€™ve ever seen - drones film #EndeGelaende climate activiâ€¦,Obed ByamukamaðŸ‡ºðŸ‡¬,obedbyamukama1,"Kampala, Uganda",Uganda,Proprietor of Corhaven Enterprises Ltd| Professional Meteorologist/Climate Change Scientist|Email: obedbyamukama1@gmail.com,610,688,,12/1/19 17:25
RT @Dana_TFSJ: Perhaps @ewarren and the other Democrats need to think their #ClimateChange proposals through. https://t.co/6piyA2cSx4 Theyâ€¦,WilliamTeach2,WTeach2,"Raleigh, NC",United States,"Devils, Giants, Dodgers, ECU. Passionate Conservative. Modern day pirate (of ice cream). Replacing killed account",229,511,,12/1/19 17:25
"RT @presscoreca: Justin Trudeau, Chrystia Freeland &amp; Catherine McKenna are being investigated as agents of influence/foreign gov moles. Allâ€¦",WARRIOR4HUMANITY,ChristinaEstab1,,,"Patriot/
Healer
#NEWCANADAðŸ‡¨ðŸ‡¦â¤
#WWG1WGAâ¤
#WWG1WGWWâ¤
#IAMAPATRIOTðŸ‡¨ðŸ‡¦â¤
#WARRIOR4HUMANITYâ¤
#ROYALPUBLICSOCIETYOFCANADAâ¤",816,1321,,12/1/19 17:25
"RT @JosephPrigith: ðŸ‘‰Let us discuss Economic and Non-Economic impact due to #ClimateChange
ðŸ‘‰Climate change related non-economic losses are aâ€¦",Attila,enviroartist,"Barrie, Ontario",Canada,Award winning educator and Environmental Art Warrior. I have trained 2000 people in New Jersey for a better career. https://t.co/LbNIfySEFM,2101,1946,,12/1/19 17:24
RT @gmbutts: Great news. #ClimateChange https://t.co/BEvKwqd8Wl,Senator Jane Cordy,SenatorCordy,"Dartmouth, NS",United States,"Senator for Nova Scotia
Appointed to the Senate of Canada on June 9th, 2000 by the Rt. Hon. Jean ChrÃ©tien",2751,1705,TRUE,12/1/19 17:24
RT @PaulEDawson: â€œThe unexpected and sustained current rise in methane may so greatly overwhelm all progress from other reduction efforts tâ€¦,Cindy,cindyceemerson,Minnesota,United States,Feisty Gramma! Mom to 8 Amazing Humans. Value Authenticity & Common Sense. #WaterIsLife #MMIW #hemp #cannabis #mnisready #ClimateCrisis #resist,1673,1645,,12/1/19 17:24
"RT @wef: We could be losing the race against climate change, new UN report says https://t.co/DPdFQT6tfd #Environment #ClimateChange https:/â€¦",Mother Nature Bot,motherearthbot,,,ðŸŒ A simple bot that wants to save the Earth through showing the beauty of the planet and spreading awareness of important environmental issues (3hr incr ðŸ™‚),14,8,,12/1/19 17:24
"RT @PaulEDawson: 58.4 % of all new cars sold in Norway in March were fully electric!

In June it was 57.8%

In October 58.3%

This is partâ€¦",me,L82be,,,"Follower of; life on earth, history  & the future. Our greatest challenge in this era will be to work toward PEACE 4 all.

Will NOT retweet Facebook links.",1178,198,,12/1/19 17:24
RT @PaulEDawson: â€œThe unexpected and sustained current rise in methane may so greatly overwhelm all progress from other reduction efforts tâ€¦,Jannu Hepsheba,hepsheba,"Hyderabad, India",India,Be the CHANGE if you wanna see the CHANGE... Make the WORLD a better place.... Be yourself....ðŸ™‚,3,12,,12/1/19 17:24
"RT @EUClimateAction: ðŸŒ±3 days till @UN #ClimateChange Conference #COP25 
ðŸŒ±
Come at the ðŸ‡ªðŸ‡º Pavilion to see us and join sessions on
#oceans 
#â€¦",Sharks MOU,SharksMOU,"Bonn, Germany",Germany,International agreement under the umbrella of UNEP/CMS to conserve migratory sharks and rays ðŸ¦ˆ @BonnConvention @UNEnvironment @UNBonn,814,707,,12/1/19 17:24
"ice land sea

silence

ðŸ–¤

#ClimateChange",nonadakaiowÃ¡tapuia,DUNAx1xA,,,Â°Â°Â°Â°Â°Â°Â°Â°Â°Â°Â°Â°Â°Â°Â°Â°Â°Â°Â°Â°Â°perfil & capa : arte de Arlindo Daibert,2130,2677,,12/1/19 17:24
"RT @kevinlockett: Instead wasting time with John Kennedy (again), @chucktodd could've gave more time to John Kerry and Arnold Schwarzeneggeâ€¦",peaceandloveðŸ†˜,yoshiandpeanut,,,"#TheResistance #ImpeachTrump #BlueWave #EqualityForAll #BLM #StrongerTogether. ðŸ‡ºðŸ‡¸â„ï¸ðŸŒŠðŸŒˆ Native American, wife, mom, nurse,â¤ï¸pugs. ðŸš«trolls. No DMâ€™s",9201,9575,,12/1/19 17:24
"RT @DanyalGilani: As Co2 reaches highest level in 3 million years, whales can help control global warming. 1 great whale absorbs 33,000 kgâ€¦",Salman Ghulam Ali,SalmanGhulamAl1,,,,16,42,,12/1/19 17:23
"RT @TorstenFelsteha: #EndeGelaende we are unstoppable.
Systemchange Not climatechange https://t.co/PeU7uYgqKV",ireallyappreciatescience,ireallyappreci2,"Seattle, WA USA",United States,The Twitter for IReallyAppreciateScience (it/its) DIRECT MESSAGE - DONâ€™T FOLLOW. çŽ‹è´žä»ª è€å¸ˆ WÃ¡ng ZhÄ“nyÃ­ LaoshÃ­ çŽ‹è²žå„€ è€å¸ˆ is the avatar/logo. - Dr. Kenneth Michael Beck,1,51,,12/1/19 17:23
"Wow! 
Is #jairbolsonaro crazyðŸ¤ª?? 
Hello #Brazil??
Pay attention and stop #Deforestation please!
#Brazilian presidenâ€¦ https://t.co/9ZPkaLowCf",Yolanda G. Lemaitre,Yolibeans,"Mill Valley, CA",United States,"Peace, Amazon Rainforest, Climate Change, Ocean & Human Rights Activist. THE AMAZON RAINFOREST recycles 20% of the oxygen in our planet. Keep the AMAZON ALIVE.",6517,12178,,12/1/19 17:23
RT @GreenLibDems: C4 Climate Debate: the fact that Boris Johnson chose not to attend the #ClimateChange leaders debate strongly suggests itâ€¦,Cllr Pat Marsh,CllrPatMarsh,Harrogate,England,Lib Dem Cllr for Hookstone Ward Harrogate and proud Nana to 6 gorgeous grandchildren. All my own thoughts and words.,607,764,,12/1/19 17:23
"RT @AJEnglish: Within 80 years, entire cities could be underwater.

Everyone may be talking about #ClimateChange - but do we really understâ€¦",atiqueshabaaz,atiqueshabaaz2,"Madhupur, India",India,,7,141,,12/1/19 17:23
"RT @FrBower: To fail to address #ClimateChange is an atrocity. 
It is #Genocide. 
Full reflection here: https://t.co/eV8h0LntFN 
#Auspol htâ€¦",Lisa Ward,lwdan,,,,13,64,,12/1/19 17:23
"RT @TorstenFelsteha: #EndeGelaende we are unstoppable.
Systemchange Not climatechange https://t.co/PeU7uYgqKV",sophierelativ,Klimatrusel,,,,,68,,12/1/19 17:23
"RT @ProfStrachan: In the fight against #ClimateChange, no individual or institution can stand on the sidelines

""We can avoid this bleak fuâ€¦",Ed Averill,ed_averill,,,,1060,1922,,12/1/19 17:23
"RT @GaryRayBetz: ""Climate emergency: world 'may have crossed tipping pointsâ€™. Warning of â€˜existential threat to civilizationâ€™ as impacts leâ€¦",Gary Ray Betz,GaryRayBetz,"Dunwoody, GA",United States,"I own three wild ass'd rescue dogs, but as Gratiano was wont to say in the Merchant of Venice - I am Sir Oracle, and when I ope my lips, let no dog bark.",18989,18258,,12/1/19 17:23
"RT @Electroversenet: Article from Nov 28:

THE UN IS RUNNING OUT OF CASH

Could this be the REAL reason for the urgency over #ClimateChangeâ€¦",((Helin)),LisburneRoad,,,"'In Space, No One Can Hear You Scream'",318,424,,12/1/19 17:23
"@oceans_inc @ScienceAlert Recent study... ðŸ˜‚
X times more... ðŸ¤£
previously thought.... ðŸ˜‚
So the previous studies wereâ€¦ https://t.co/EBWTAtZ5dB",Voice Of Insane,insane_voice,,,,164,,,12/1/19 17:22
#Amazonfires â€“ The Amazon rain forests are called the lungs of the World &amp; are believed by #climatechange zealots tâ€¦ https://t.co/mIF9ElRZAX,James Clark,JamesCl72847215,,,"Independent thinker not fooled by the climate change eco con, globalist military industrial complex FIAT currency capitalist consumer greed engine.",,14,,12/1/19 17:22
"RT @Planetary_Sec: ðŸŒŽ 

Watch how we destroy our planet in less than a lifetime. 

ðŸ˜ž

#Arctic #science #ClimateEmergency #climatechange 
MTâ€¦",Ronny Darky,Nightflier798,District 11,United States,"erwartet nicht zuviel von diesem Account, denn dieser langhaarige dicke TrÃ¤umer ist kein guter Entertainer.",432,391,,12/1/19 17:22
"I love this reasonably considered roadmap to taking immediate and equitable action on #ClimateChange
@KGeorgieva

https://t.co/gHvlGatRqp",Gabriel Filippelli,GabeFilippelli,"Indianapolis, IN",United States,"Professor, environmental health and climate change science, former Senior Science Advisor US State Department, Peace Corps Volunteer, husband, father, ðŸš´ðŸ¼â€â™‚ï¸",1291,866,,12/1/19 17:22
"RT @DanyalGilani: As Co2 reaches highest level in 3 million years, whales can help control global warming. 1 great whale absorbs 33,000 kgâ€¦",Atif jutt,atifjutt928,"Lahore, Pakistan",Pakistan,Pakistan is my country ðŸ‡µðŸ‡°ðŸ‡µðŸ‡°ðŸ‡µðŸ‡°,41,807,,12/1/19 17:22
Why the Madrid Climate Change Conference must produce an agenda of change by @edans https://t.co/1JFSxEDbnHâ€¦ https://t.co/W4I8D08Vkg,"Adam, Diabetic Cyborg",DiabeticCyborgg,"Longview, TX",United States,"Stoic Optimist, mental Health/health advocate, geek, sneakerhead, dog lover, Historian, disabled blogger/vlogger w/ T1Diabetes, SPMS CSM MDD = redefined purpose",6246,4706,,12/1/19 17:22
"RT @HeardFC: â€œHow are we going to look back in half a centuryâ€™s time and regret the fact that we've built a more sustainable, flourishing fâ€¦",nonadakaiowÃ¡tapuia,DUNAx1xA,,,Â°Â°Â°Â°Â°Â°Â°Â°Â°Â°Â°Â°Â°Â°Â°Â°Â°Â°Â°Â°Â°perfil & capa : arte de Arlindo Daibert,2130,2677,,12/1/19 17:22
"RT @IPCC_CH: #IPCC pavilion at #COP25 almost ready

#ClimateChange #SRCCL #SROCC #SR15 #AR6 
@FilantropiaCS @WMO @FundacionMeri @UNFCCC httâ€¦","GO, YOUNG JIN",emotionalq,,,"Climate change, ECO Leader, KOREA UNIV., Environmental GIS/RS, Interested in everything to do with trees and forestry, wood, Indonesia, Malawi, Korea",365,724,,12/1/19 17:22
Time is running out to stop catastrophic #climatechange. Our leaders have let us down - but people worldwide are taâ€¦ https://t.co/z2JBLRkKCq,Ashley Goodey,AshleyGoodey,,,ynwa,364,540,,12/1/19 17:22
"@TIME Scientists Just Issued a Grim New Warning on #ClimateChange: 'We Are Not Prepared' https://t.co/tQZ5RL8Qh6
Toâ€¦ https://t.co/21OiRUaErM",Robert Pujol i Vives,rpujolvives,Catalunya,Spain,"Qui no li cal aprendre mÃ©s no ha aprÃ¨s res - Who will not need to learn more, she/he has learned nothing: E. Canetti",1299,1602,,12/1/19 17:22
"@BreitbartNews @QSissyG1 #ClimateChange is a joke, but they need a reason before stealing our money to pay for it.â€¦ https://t.co/shFm4KOQ9w",Robert Horan,Robby12692,"Louisville, KY",United States,"Engaged to @celestenevilxx. #Maga! Owner of https://t.co/RQ2xw7UUcZ Dealing with crohns. #ClintonBodyCount, #Pedogate in my moments.
Member of #TheMighty200!",14877,15910,,12/1/19 17:22
RT @gmbutts: Great news. #ClimateChange https://t.co/BEvKwqd8Wl,Roy Brooke,RBrooke,Victoria,Seychelles,Urban issues; green infrastructure/natural assets; active transportation a personal interest. Finds reasons to support climate science.  Personal tweets.,511,818,,12/1/19 17:21
"RT @2HawkEye2020: Trump this monthÂ began the process of formally withdrawing from the Obama-era climate pact.Â 

Next week, Nancy Pelosi wilâ€¦",Spider-Man 2020 ðŸ’¥ðŸ•¸ï¸,1SpiderMan2020,Avengers Mansion NYC,United States,"My mentor is Tony Stark @1IronMan2020 and I am definitely in #TheResistance ðŸ’¥#HeroesResistðŸ’¥
#VoteBlue #WhateverItTakes #WhoeverTheDemocratIs2020",16111,8720,,12/1/19 17:21
