Tweet_Text,User_Name,Screen_Name,Country,Description,Followers_Count,Friends_Count,Verified_Account,Tweet_Created_At
"RT @WilkowMajority: The Speaker of the House cannot conduct foreign policy or make any agreements with foreign leaders, nor does the Speakeâ€¦",Jimbo,1mrighthere,United States,No Data Available,5,31,FALSE,12/1/2019 17:34
"RT @ipsnews: #COP25: UN #ClimateChange Conference, 5 Things You Need to Know #ClimateAction #TimeForAction https://t.co/0GNVweDAUT https://â€¦",âšœï¸Tariq Mâšœï¸...ðŸ˜˜,7TariqM,United Kingdom,#Male-Grooming #Earls court SW5/6 #Skin & hair care #Sugaring #RF #Cavitation #Aromatherapy #Sports Massage #Microderm #Instagram ttm71010,1239,2705,FALSE,12/1/2019 17:33
"RT @UNFCCC: The rainy weather hasn't stopped the #MovingForClimateNow team from arriving at #COP25 this Sunday, after biking from Salamancaâ€¦",Leuven Taxi-BNX,LeuvenTaxiBnx,Belgium,"Uw betrouwbare vervoerder. Ook Luchthaven vervoer vanuit omgeving Leuven Naar Zaventem, Charleroi, Oostende, Amsterdam â€¦ Ook als u terug aankomt...",36,129,FALSE,12/1/2019 17:33
RT @tsaltasd: Follow https://t.co/i5UC9IUxS2 our new and very important project (#MEDCLIV) on #climate change role in the #vitiviniculturalâ€¦,Med Phytopath Union,MedPhytopUnion,Italy,No Data Available,349,867,FALSE,12/1/2019 17:33
RT @RebeccaH2020: I think this is some of the most exciting direct action footage Iâ€™ve ever seen - drones film #EndeGelaende climate activiâ€¦,Hali Rederer,its_outta_here,United States,"Biology Graduate Student, Urban Planner; Returned Peace Corps Volunteer; Picture is Tomales Bay Ca. Where I Research Marine Ecology",2398,3855,FALSE,12/1/2019 17:33
Scientists theory of #CLIMATEs Titanic moment the tip of a mathematical iceberg https://t.co/KkGzrL7Kqp  #GlobalWarming #climatechange,GridPointWeather,gridpointwx,United States,Global Point Forecasting System,166,60,FALSE,12/1/2019 17:33
RT @AravalliBachao: At a time when #ClimateChange is a reality &amp; Indian forests are in grave danger as they are being opened up for real esâ€¦,Radhika Jhaveri,radhikachemical,India,"Aspiring Journalist and Author| Atheist| Feminist| Nature Lover| Animal Lover| Avid Reader| Interests - History, Politics, Arts, Philosophy|",312,164,FALSE,12/1/2019 17:33
The climate change commission is pissing me off......they are going to keep talking about how Earth is warming andâ€¦ https://t.co/f2qjZUZ14O,dan,zombierecursion,United States,No Data Available,No Data Available,12,FALSE,12/1/2019 17:33
RT @samcossar: Every time a politcian says there is not enough money pay for ðŸ’¯Ã· #RenewableEnergy  and takle #climatechange we should call bâ€¦,#deMOCKracy,BernieUpstateNY,United States,"Booking Agent for @tainaasili. Order #Resiliencia, out now! https://t.co/qR6dnEhced",6339,4938,FALSE,12/1/2019 17:33
"RT @enricomolinari: This #plastic which is made from #biodegradable organisms can help #saveouroceans ðŸŒŠ TY @tictoc via @enricomolinari 

#Sâ€¦",SÃ©bastien Bourguignon,sebbourguignon,France,ðŸš€ #PortraitDeStartuper #Innovation #Digital #TransfoNum #Startup #Blockchain #ICO #Advisor #DLT #I4Emploi | CEO @chainguru_io | Principal @Margo_group,38210,5925,TRUE,12/1/2019 17:33
Scientists theory of #CLIMATEs Titanic moment the tip of a mathematical iceberg https://t.co/dXTVwPJD8i #GPWX #GlobalWarming #climatechange,Tim Melino,TimMelino,United States,"Renewable Energy Meteorologist, interested in the #environment, #weather and #climate.  Check out: https://t.co/EZIu1X2L6A & Facebook: https://t.co/Ridbeg0K3b",11776,10109,FALSE,12/1/2019 17:33
Three premiers plan to fight climate change by investing in small nuclear reactors https://t.co/c3Rf5R4leKâ€¦ https://t.co/IUbIgjSqg6,Paul Stewart,PaulStewartII,Canada,"Canadian. Keen interest in geopolitics. Share fact based views in serious, at times entertaining way. Bots blocked. https://t.co/21MBb9PRnK",5572,3793,FALSE,12/1/2019 17:33
RT @AllanMargolin: Australia Aflame: 'Too late to leave': #ClimateChange driven S. Coast bushfire burns out of control https://t.co/HquRjGxâ€¦,Joanie MacPhee,JoanieGentian,United Kingdom,"I yell@the radio, photograph whatever catches my eye. Naturalist&Herbalist, MIT dropout & old Hippie. Also, ancestry: if u might be related2me, I'll retweet you",25894,21613,FALSE,12/1/2019 17:32
"RT @RebeccaH2020: Sir David Attenborough says it is ""shameful"" of the Prime Minister not to attend last night's #climatechange debate. 

""Iâ€¦",EARTH AID,NoahsArkCrew,United Kingdom,Noahs Ark Earth Rescue Campaign GENUINE SOLUTIONS to stop global warming + human extinction and save South Pacific island nations vanishing beneath rising ocean,1749,4810,FALSE,12/1/2019 17:32
Follow https://t.co/i5UC9IUxS2 our new and very important project (#MEDCLIV) on #climate change role in theâ€¦ https://t.co/1DtEBOFnzX,Dimitris Tsaltas,tsaltasd,Cyprus,"Associate Professor, Cyprus University of Technology, Agricultural Microbiology and Biotechnology Group",816,1774,FALSE,12/1/2019 17:32
"RT @THEnergyNet: #Brooklyn: Fancy #solar on the roof! 
#Renewables #ClimateChange https://t.co/Sq4NqxZYTS",Dr Thomas Hillig âš¡ï¸ #EnergyTransition @ THEnergy,THEnergyNet,Germany,Founder THEnergyâ€”#Renewablesâ€”#EnergyTransitionâ€”#Innovation #Microgrids #Tech #EnergyStorage #Hydrogen #FutureOfEnergy #EnergyTransitionâ€”#EUW19 #PGE19 ðŸ§—â›·ï¸ðŸ—»,40993,45010,FALSE,12/1/2019 17:32
RT @EJMun: Already in #madrid for the #cop25 and #climatechange fighting spirit is in the air! https://t.co/Uz6hgJm5eK @ Puerta del Sol httâ€¦,Gabriel,10LBA,Argentina,"ArqBravo Group, CA - EVShare. #electricvehicles #driverless #IoT #blockchain",331,366,FALSE,12/1/2019 17:32
RT @bobbyberk: Btw... @subaru_usa @Kia @Hyundai @MazdaUSA and @Nissan @NissanUSA are all also siding with eliminating stricter emission staâ€¦,bethlevin,bethlevin,United States,"Writer, editor, educator; Cal Berkeley alum #UniteBlue #Resist ðŸŠðŸŠ",7072,7756,FALSE,12/1/2019 17:32
"RT @MassCreativity: CLIMATE CHANGE: The Heart of the Matter

https://t.co/EmBsPsEax1

#ClimateEmergency #ClimateChange #floods #droughts #Câ€¦",AnitaJo,AnitaBGreen,United States,Beauty and Kindness Changes the World. #BossLife,2530,5002,FALSE,12/1/2019 17:32
RT @iaeaorg: #ClimateChange is one of the biggest environmental challenges affecting the ðŸŒ and the people. Itâ€™s #TimeForAction and itâ€™s timâ€¦,Idan Ramdan ðŸ’­,catastrographer,Indonesia,Indonesian. Astrophysics student. Map & aviation addict.,8,249,FALSE,12/1/2019 17:32
RT @ScubaHobbs: @BlairKing_ca @sideen_dan @luisbaram @GeoConservative @JWSpry @tn123 @Tony__Heller @drwaheeduddin @Carbongate @can_climate_â€¦,Marg,Margare59705941,Australia,No Data Available,539,329,FALSE,12/1/2019 17:32
"RT @PaulEDawson: 58.4 % of all new cars sold in Norway in March were fully electric!

In June it was 57.8%

In October 58.3%

This is partâ€¦",John Monteith,JohnMonteith5,United States,"Author of Good Doggie, a mystery with a comic twist, at Amazon. Love animals, loathe Republicans, former Peace Corps volunteer, counselor, proud lefty.",1404,3819,FALSE,12/1/2019 17:31
"RT @Brian_Sussman: ""How to talk to your climate changed cousin, co-worker, and cohort during this holiday season.""
First draft of the storyâ€¦",Arne Elverstedt,estedt,United States,life,5,28,FALSE,12/1/2019 17:31
"RT @CopernicusEU: ""Europe's new #Space budget to enable #CO2 mapping"" 

""While there were multiple projects being considered here, it is thâ€¦",Thaivabalan Balasundaram,TirukuralKaram,Sri Lanka,"Canadian & Sri Lankan. Living in Punkuditivu, Yarlpanam. Messenger to the GODS of the golden PENIS.",128,465,FALSE,12/1/2019 17:31
"RT @GaryRayBetz: ""Climate emergency: world 'may have crossed tipping pointsâ€™. Warning of â€˜existential threat to civilizationâ€™ as impacts leâ€¦",Reginald A Lawson,ReginaldALawso1,United Kingdom,There is no Planet B. Atheist/humanist/naturalist/conservationist. HAEC MANUS INIMICA TYRANNIS,4989,5487,FALSE,12/1/2019 17:31
"Out planting 2 trees, the wonderful @WoodlandTrust kindly posted me: a cherry &amp; a rowan tree &amp; Monty the cat triedâ€¦ https://t.co/m9UQO2S0hF",El Ashfield,elashfieldraws,United Kingdom,"Illustrator; climate @actionlewisham / @stfllondon / XR, Tree & pond enthusiast; catlady; Brockley-ite; lover of things science fiction; & liker of semi-colons.",858,627,FALSE,12/1/2019 17:31
RT @PaulEDawson: â€œThe unexpected and sustained current rise in methane may so greatly overwhelm all progress from other reduction efforts tâ€¦,EARTH AID,NoahsArkCrew,United Kingdom,Noahs Ark Earth Rescue Campaign GENUINE SOLUTIONS to stop global warming + human extinction and save South Pacific island nations vanishing beneath rising ocean,1749,4810,FALSE,12/1/2019 17:31
"RT @DeWayne_Fulton: Deep within the jungles of Indonesian Borneo, illegal fires rage, creating apocalyptic red skies &amp; smoke that has spreaâ€¦",Accountist ðŸ“£ðŸ—½ðŸ‡ºðŸ‡¸ðŸŒŽðŸŽ¨âšœï¸,AccountistLisa,United States,"Mom of 2 girls, 1-felon and 1-lawyer, adore BOTH! (not ez w/ the lawyer ðŸ˜‰) Artist-IG @ lgm3732 ðŸžðŸŒ„ðŸ“¸ ðŸ’™FOLLOW IDEAS, NOT People.",14925,15646,FALSE,12/1/2019 17:30
"RT @ISFFInsects: If each follower of this page donated $10, we could build a nice insect zoo:

https://t.co/xH9vvWRPKX

#SundayMorning #Decâ€¦",STEM Bot AI,stem_ai,United Kingdom,Iâ€™m a simple AI bot that retweets #STEM tweets. My creator @hellosimonHQ,427,423,FALSE,12/1/2019 17:30
RT @RebeccaH2020: I think this is some of the most exciting direct action footage Iâ€™ve ever seen - drones film #EndeGelaende climate activiâ€¦,EARTH AID,NoahsArkCrew,United Kingdom,Noahs Ark Earth Rescue Campaign GENUINE SOLUTIONS to stop global warming + human extinction and save South Pacific island nations vanishing beneath rising ocean,1749,4810,FALSE,12/1/2019 17:30
"RT @UNFCCC: The rainy weather hasn't stopped the #MovingForClimateNow team from arriving at #COP25 this Sunday, after biking from Salamancaâ€¦",Niyanta ðŸŒ,niyantashetye,Germany,"Amateur photographer.ðŸ“·
Studying ðŸŽ“ Environmental and Resource Management @BTU_NEWS,
ex-Intern with the @UNU_FLORES and the @UNFCCC ðŸŒâ™»ï¸.
Views my ownâ€¼",562,2306,FALSE,12/1/2019 17:30
Following the UN's #COP25 Climate Change Conference over the next couple of days. #ClimateChange,David De La Torre,David_Iowa,United States,Community Organizing Planner |  Co-Founder of Bridging South Central Communities @SCPlatform | Former Baker ðŸª. He/Him/Ã‰l.,36,89,FALSE,12/1/2019 17:30
"RT @Society4ConBio: Of the 459 animal species listed as endangered by the US government, researchers found that all but one, or 99.8%, haveâ€¦",THERE IS NO PLANET B,NO_PLANETB_,Germany,End Horseracing -End the use of Animals for Entertainment-Ban Hunting-Fur Free-Plastic free-Save Forests-Save Pollinators-vegan --2 Time Cancer Survivor,181,102,FALSE,12/1/2019 17:30
"This is an unsustainable situation that is neither efficient nor ecological

Support the creation of the MightyWattâ€¦ https://t.co/DAyOSoIZaL",MightyWatts Free Wind Energy,mightywattswind,United States,Creating an eco-friendly small wind turbine for residential and commercial use that will offer free energy for all. Now on GoFundMe.,33,271,FALSE,12/1/2019 17:30
"RT @DeWayne_Fulton: Deep within the jungles of Indonesian Borneo, illegal fires rage, creating apocalyptic red skies &amp; smoke that has spreaâ€¦",MAFgeek #HugSlut*BlanketFortFriday!ðŸŒ™ðŸŒ¸ðŸ˜ŽðŸ¦žðŸŒˆ,MAFgeek,United States,"Aging GA geek in Maine #NEVERAGAIN #NoNazis #BlueWave #LGBTQ #Resistance #WomensRights 
NO: LISTS*PORN*DM*No BernieBros
 ðŸŒŠðŸš€ðŸ‘©â€ðŸš€ðŸŒŽâœ¨ðŸŒ”ðŸ’™ðŸ’œðŸ’šâ¤ï¸ðŸ§¡ðŸ’›",5799,4608,FALSE,12/1/2019 17:30
"#EducationCannotWait for any child, incl. those left furthest behind in forced displacement, armed conflicts, naturâ€¦ https://t.co/BFCB2cXOb6",Kent Page,KentPage,United States,"UNICEF Strategic Communication Advisor, Emergencies. Working in New York with #UNICEF for children, with humanitarians & media. Views are mine.",74267,47145,TRUE,12/1/2019 17:30
Air France and Emirates CEOs acknowledge airlines need to do more to fight #climatechange. https://t.co/2nmk0eYDMDâ€¦ https://t.co/qzw8JocMvK,Climate Nexus,ClimateNexus,United States,Changing the conversation on climate change. Our daily update on all things climate: https://t.co/EdGHp2NKxe. IG: https://t.co/HeoBWcQFmF,25363,1329,TRUE,12/1/2019 17:30
"RT @PeggySattlerNDP: Rickford is simply saying what Doug Fordâ€™s actions - cancelling cap&amp;trade, spending $30m on carbon tax court battle thâ€¦",Doreen Nicoll,doreennicoll61,Canada,"Freelance writer, teacher, social activist, and member of several community organizations working diligently to end poverty, hunger and gendered violence.",129,199,FALSE,12/1/2019 17:29
"RT @ciel_tweets: Children are one of the populations most at risk from the health impacts of #climatechange, says a new report from medicalâ€¦",Jane Patton,soopajane,United States,"Working for systems change. Aiming to misbehave. Campaigner for @ciel_tweets. Settler on Houma & Chitimacha land.

(All opinions here are my own. She/her)",533,791,FALSE,12/1/2019 17:29
"As Climate Risk Grows, Cities Test a Tough Strategy: Saying â€˜Noâ€™ to Developers https://t.co/ceLpxH2CPm #ClimateChange",Tim Wardell,TimWardell1,United States,Writer,9,27,FALSE,12/1/2019 17:29
"RT @robabdul: IMPRESSIVE: 17 year old's point of view

He feels that his views do not count. I promised to post this online &amp; I assured himâ€¦",Coach,redview1975,United Kingdom,"Married with 2 great children and a wonderful wife, FA Qualified coach I say what I think if don't like don't follow . SEE IT SAY IT  NEVER GIVE UP",1107,1119,FALSE,12/1/2019 17:29
"RT @MaxTorin: Thank you @Schwarzenegger &amp; @JohnKerry for speaking up about #ClimateChange this morning on @MeetThePress 

#ClimateCrisis #Sâ€¦",Heather TaylorMiesle,Heathertayl,United States,"Christian, wife, mom, enviro, politico. Executive Director of the Ohio Environmental Council. Opinions are my own.",904,1390,FALSE,12/1/2019 17:29
"RT @RebeccaH2020: Stop Scaring Kids With Climate Change Hysteria
@DennisPrager : Kids are now terrified of dying from climate change and itâ€¦",Suma Chandrashekar,SumaKCS,India,No Data Available,91,77,FALSE,12/1/2019 17:28
"RT @Aprilaire: What are your thoughts on #ClimateChange? According to 11,000 scientists, there are six major steps that â€œmustâ€ be taken toâ€¦",FamiliesBelongTogether ðŸ‡ºðŸ‡¸,grigg_dana,United States,Families Belong Together,1702,3123,FALSE,12/1/2019 17:28
"RT @robabdul: IMPRESSIVE: 17 year old's point of view

He feels that his views do not count. I promised to post this online &amp; I assured himâ€¦",Teresa Lovell #GTTO,LovelyLovell7,United Kingdom,"Creative introvert, left handed, left leaning (â™¥ï¸LabourðŸŒ¹) #JC4PM. Also climate change, low carb diets. I tweet what's interesting. RTs not endorsement.",2610,3893,FALSE,12/1/2019 17:28
"RT @AJEnglish: Within 80 years, entire cities could be underwater.

Everyone may be talking about #ClimateChange - but do we really understâ€¦",Safe Way Right Way,SafeWayRightWay,Kenya,Safe Roads For Africa,11316,850,FALSE,12/1/2019 17:28
"RT @presscoreca: Justin Trudeau, Chrystia Freeland &amp; Catherine McKenna are being investigated as agents of influence/foreign gov moles. Allâ€¦",PChabidon ðŸ‡¨ðŸ‡¦ðŸ‘ðŸ‘ðŸ‘ðŸ‘ðŸ‡¨ðŸ‡¦,Pchabidon,Canada,Feeling Optimistic we will Prevail! With Alberta in much better Hands Time to Fix Ottawa! #TRUDEAUMUSTGO #FLUSHTheTRUD #TrudeauWorstPM #Notabot,151,464,FALSE,12/1/2019 17:27
"RT @ruy_estrada: @BuzzFeedNews Thousands of Filipinos like Joanna Sustento, @YebSano and @whaleboy2000 are asserting their rights to live iâ€¦",Louise Fournier,Climatelou,The Netherlands,Climate justice lawyer at Greenpeace SEA. INFJ and proud Millenial.  All views my own.,183,195,FALSE,12/1/2019 17:27
"@DadJokeMan The Tipping Point
The Decade of Missed Chances
#ClimateChange
#ClimateEmergency 
#ItsOurMove",Ross Morton,signindoc,United States,Educator at DMNB,1188,637,FALSE,12/1/2019 17:27
"RT @CopernicusEU: ""Europe's new #Space budget to enable #CO2 mapping"" 

""While there were multiple projects being considered here, it is thâ€¦",Strategis Cluster,StrategisClustr,Greece,"STRATEGIS Maritime ICT Cluster, #BlueEconomy Knowledge Hub - driver of Smart Sustainable #BlueGrowth. #Maritime #Shipping #DigitalTransformation",2128,3524,FALSE,12/1/2019 17:27
